ID,Aired,Duration,Episodes,Genres,Popularity,Ranked,Rating,Score,Source,Status,Studios,Title,Type
135,"Oct 10, 2001 to Mar 26, 2003",23 min. per ep.,75,"Comedy, Game, Shounen, Supernatural",904,332,PG-13 - Teens 13 or older,8.18,Manga,Finished Airing,Studio Pierrot,Hikaru no Go,TV
136,"Oct 16, 1999 to Mar 31, 2001",23 min. per ep.,62,"Action, Adventure, Shounen, Super Power",304,119,PG-13 - Teens 13 or older,8.47,Manga,Finished Airing,Nippon Animation,Hunter x Hunter,TV
137,"Jan 17, 2002 to Apr 17, 2002",24 min. per ep.,8,"Action, Adventure, Shounen, Super Power",1123,152,PG-13 - Teens 13 or older,8.4,Manga,Finished Airing,Nippon Animation,Hunter x Hunter OVA,OVA
138,"Feb 5, 2003 to Apr 16, 2003",22 min. per ep.,8,"Action, Adventure, Shounen, Super Power",1046,214,PG-13 - Teens 13 or older,8.32,Manga,Finished Airing,Nippon Animation,Hunter x Hunter: Greed Island,OVA
139,"Mar 3, 2004 to Aug 18, 2004",24 min. per ep.,14,"Action, Adventure, Shounen, Super Power",1066,153,PG-13 - Teens 13 or older,8.4,Manga,Finished Airing,Nippon Animation,Hunter x Hunter: Greed Island Final,OVA
141,"Jan 6, 2005 to Mar 24, 2005",23 min. per ep.,12,"Mecha, Sci-Fi",3552,6201,R - 17+ (violence & profanity),6.26,Manga,Finished Airing,feel.,Jinki:Extend (Jinki: Extend),TV
142,"Feb 13, 1999 to Jan 29, 2000",24 min. per ep.,44,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",1692,1520,PG-13 - Teens 13 or older,7.52,Manga,Finished Airing,Toei Animation,Kamikaze Kaitou Jeanne,TV
143,"Oct 2, 2004 to Dec 18, 2004",24 min. per ep.,12,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",1370,3357,PG-13 - Teens 13 or older,7.03,Manga,Finished Airing,TNK,Kannazuki no Miko (Destiny of the Shrine Maiden),TV
144,"Jan 31, 2002 to Mar 28, 2002",24 min. per ep.,13,"Drama, Romance, Slice of Life, Supernatural",1402,2525,G - All Ages,7.25,Visual novel,Finished Airing,Toei Animation,Kanon,TV
145,"Oct 2, 1998 to Mar 26, 1999",24 min. per ep.,26,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",629,1161,PG-13 - Teens 13 or older,7.66,Manga,Finished Airing,"Gainax,       J.C.Staff",Kareshi Kanojo no Jijou (His and Her Circumstances),TV
146,"Apr 2, 2004 to Jun 18, 2004",24 min. per ep.,12,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",1410,3757,R+ - Mild Nudity,6.91,Original,Finished Airing,"Gainax,       Shaft",Kono Minikuku mo Utsukushii Sekai (This Ugly Yet Beautiful World),TV
147,"Oct 5, 2003 to Jan 4, 2004",23 min. per ep.,14,"Drama, Romance, Slice of Life",695,1999,R+ - Mild Nudity,7.39,Visual novel,Finished Airing,Studio Fantasia,Kimi ga Nozomu Eien (Rumbling Hearts),TV
148,"Jan 20, 2004 to Apr 5, 2004",24 min. per ep.,12,"Drama, Romance, Slice of Life",3941,4408,PG-13 - Teens 13 or older,6.75,Visual novel,Finished Airing,Studio Deen,Kita e.: Diamond Dust Drops (Diamond Daydreams),TV
149,"Apr 7, 2005 to Jun 30, 2005",24 min. per ep.,12,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",750,2861,PG-13 - Teens 13 or older,7.16,Manga,Finished Airing,J.C.Staff,Loveless,TV
150,"Oct 8, 2005 to Sep 23, 2006",24 min. per ep.,50,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",232,872,R - 17+ (violence & profanity),7.79,Original,Finished Airing,Production I.G,Blood+,TV
151,"Jul 24, 2004 to Sep 25, 2004",45 min. per ep.,3,"Action, Comedy, Ecchi, Sci-Fi, Shoujo Ai",3015,2909,R+ - Mild Nudity,7.15,Manga,Finished Airing,"Gainax,       Toei Animation",Re: Cutie Honey,OVA
152,"Oct 6, 2005 to Mar 30, 2006",23 min. per ep.,24,"Action, Sci-Fi, Super Power",2351,2131,R - 17+ (violence & profanity),7.36,Original,Finished Airing,Gonzo,Solty Rei,TV
153,"Apr 9, 2002 to Aug 30, 2003",25 min. per ep.,45,"Action, Adventure, Fantasy, Magic, Supernatural",929,363,PG-13 - Teens 13 or older,8.15,Light novel,Finished Airing,Studio Pierrot,Juuni Kokuki (The Twelve Kingdoms),TV
154,"Jul 4, 2001 to Sep 25, 2002",23 min. per ep.,64,"Action, Adventure, Comedy, Supernatural, Drama, Shounen",302,812,PG-13 - Teens 13 or older,7.83,Manga,Finished Airing,Xebec,Shaman King,TV
155,"Aug 3, 1996",1 hr. 33 min.,1,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",2040,4707,R - 17+ (violence & profanity),6.68,Manga,Finished Airing,Madhouse,X/1999 (X - The Movie),Movie
156,"Oct 3, 2001 to Mar 27, 2002",24 min. per ep.,24,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",1189,1451,R+ - Mild Nudity,7.55,Manga,Finished Airing,Madhouse,X,TV
157,"Jan 6, 2005 to Jun 30, 2005",23 min. per ep.,26,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",836,3078,PG-13 - Teens 13 or older,7.1,Manga,Finished Airing,Xebec,Mahou Sensei Negima! (Negima!),TV
158,"Jan 8, 2004 to Apr 1, 2004",24 min. per ep.,13,"Drama, Romance, Shoujo, Shoujo Ai, Slice of Life",1594,1689,PG-13 - Teens 13 or older,7.47,Light novel,Finished Airing,Studio Deen,Maria-sama ga Miteru (Maria Watches Over Us),TV
159,"Apr 7, 2004 to Sep 22, 2004",23 min. per ep.,24,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",2895,5659,PG-13 - Teens 13 or older,6.42,Manga,Finished Airing,"Gainax,       J.C.Staff",Boukyaku no Senritsu (The Melody of Oblivion),TV
160,"Oct 14, 1999 to Jan 20, 2000",25 min. per ep.,13,"Adventure, Drama, Fantasy, Military, Sci-Fi",1033,884,R - 17+ (violence & profanity),7.79,Original,Finished Airing,AIC,"Ima, Soko ni Iru Boku (Now and Then, Here and There)",TV
161,"Oct 8, 2003 to Mar 24, 2004",24 min. per ep.,24,"Action, Comedy, Historical, Samurai, Shounen",1577,1904,R - 17+ (violence & profanity),7.42,Manga,Finished Airing,Gonzo,Peace Maker Kurogane,TV
162,"Apr 7, 2002 to Sep 29, 2002",24 min. per ep.,26,"Comedy, Fantasy, Kids, Romance, School, Shounen",2515,3236,G - All Ages,7.06,Manga,Finished Airing,Madhouse,Pita Ten (Pita-Ten),TV
163,"Apr 3, 1999 to Sep 25, 1999",20 min. per ep.,26,"Adventure, Comedy, Fantasy, Historical, Shounen",4422,5143,PG - Children,6.57,Game,Finished Airing,Studio Pierrot,Power Stone,TV
164,"Jul 12, 1997",2 hr. 10 min.,1,"Action, Adventure, Fantasy",75,26,PG-13 - Teens 13 or older,8.81,Original,Finished Airing,Studio Ghibli,Mononoke Hime (Princess Mononoke),Movie
165,"Jan 21, 2002 to Sep 10, 2002",23 min. per ep.,26,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",948,1505,PG-13 - Teens 13 or older,7.53,Original,Finished Airing,Bones,RahXephon,TV
166,"Jun 12, 2004 to Dec 25, 2004",26 min. per ep.,26,"Historical, Mecha, Samurai, Sci-Fi",850,1330,PG-13 - Teens 13 or older,7.59,Other,Finished Airing,Gonzo,Samurai 7,TV
167,"Apr 8, 2003 to Oct 7, 2003",23 min. per ep.,24,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen",1071,1559,PG-13 - Teens 13 or older,7.51,Light novel,Finished Airing,Bones,Scrapped Princess,TV
168,"Jul 4, 2001 to Dec 26, 2001",24 min. per ep.,26,"Action, Sci-Fi, Adventure, Super Power, Drama",1159,1824,PG-13 - Teens 13 or older,7.44,Original,Finished Airing,Sunrise,s.CRY.ed (s-CRY-ed),TV
169,"Oct 10, 2003 to Dec 26, 2003",24 min. per ep.,12,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",685,3174,R - 17+ (violence & profanity),7.08,Visual novel,Finished Airing,J.C.Staff,Shingetsutan Tsukihime (Lunar Legend Tsukihime),TV
170,"Oct 16, 1993 to Mar 23, 1996",23 min. per ep.,101,"Comedy, Sports, Drama, School, Shounen",734,80,PG-13 - Teens 13 or older,8.56,Manga,Finished Airing,Toei Animation,Slam Dunk,TV
171,"Jul 11, 2000 to Sep 26, 2000",20 min. per ep.,13,"Adventure, Drama, Fantasy",6011,5112,PG - Children,6.58,Original,Finished Airing,Hal Film Maker,Strange Dawn,TV
173,"Oct 6, 2004 to Mar 30, 2005",24 min. per ep.,25,"Comedy, Drama, Fantasy, Mystery, Shounen, Super Power",1837,2241,PG-13 - Teens 13 or older,7.33,Manga,Finished Airing,Studio Deen,Tactics,TV
174,"Apr 2, 2004 to Sep 17, 2004",23 min. per ep.,24,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",583,3136,R - 17+ (violence & profanity),7.09,Manga,Finished Airing,Madhouse,Tenjou Tenge (Tenjho Tenge),TV
175,"Apr 2, 2002 to Sep 24, 2002",25 min. per ep.,26,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",2354,4507,PG-13 - Teens 13 or older,6.73,Manga,Finished Airing,Studio Pierrot,Tokyo Underground,TV
176,"Jul 24, 2003 to Dec 26, 2003",28 min. per ep.,4,"Adventure, Romance",4349,6101,PG-13 - Teens 13 or older,6.3,Unknown,Finished Airing,Seven Arcs,Triangle Heart: Sweet Songs Forever,OVA
177,"Apr 9, 2005 to Oct 15, 2005",25 min. per ep.,26,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",425,1171,PG-13 - Teens 13 or older,7.66,Manga,Finished Airing,Bee Train,Tsubasa Chronicle (Tsubasa RESERVoir CHRoNiCLE),TV
178,"May 20, 2003 to Nov 11, 2003",24 min. per ep.,26,"Magic, Comedy, Romance, School, Shoujo",2228,2431,G - All Ages,7.28,Manga,Finished Airing,Production Reed,Ultra Maniac (Ultramaniac - Magical Girl),TV
179,"Aug 6, 2002",21 min.,1,"Magic, Comedy, Romance, School",4589,4201,G - All Ages,6.8,Unknown,Finished Airing,Production Reed,Ultra Maniac OVA,OVA
180,"Oct 3, 2000 to Dec 19, 2000",22 min. per ep.,13,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",1147,2278,PG-13 - Teens 13 or older,7.32,Original,Finished Airing,Gonzo,Vandread,TV
181,"Oct 5, 2001 to Jan 18, 2002",22 min. per ep.,13,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",1552,1513,PG-13 - Teens 13 or older,7.53,Original,Finished Airing,Gonzo,Vandread: The Second Stage,TV
182,"Apr 2, 1996 to Sep 24, 1996",24 min. per ep.,26,"Adventure, Romance, Fantasy, Mecha, Shoujo",763,889,PG-13 - Teens 13 or older,7.79,Original,Finished Airing,Sunrise,Tenkuu no Escaflowne (The Vision of Escaflowne),TV
183,"May 6, 2002 to Feb 3, 2003",24 min. per ep.,39,"School, Shounen, Sports",3413,1533,G - All Ages,7.52,Manga,Finished Airing,Studio Comet,Whistle!,TV
184,"Jan 6, 2005 to Mar 24, 2005",23 min. per ep.,12,"Action, Mecha, Sci-Fi, Shounen, Space",2721,5554,PG-13 - Teens 13 or older,6.46,Game,Finished Airing,Toei Animation,Xenosaga The Animation,TV
185,"Apr 19, 1998 to Dec 6, 1998",25 min. per ep.,26,"Action, Cars, Drama, Seinen, Sports",830,261,PG-13 - Teens 13 or older,8.25,Manga,Finished Airing,"Studio Gallop,       Studio Comet",Initial D First Stage,TV
186,"Oct 15, 1999 to Jan 21, 2000",23 min. per ep.,13,"Action, Cars, Drama, Seinen, Sports",1197,378,PG-13 - Teens 13 or older,8.14,Manga,Finished Airing,Pastel,Initial D Second Stage,TV
187,"Jan 13, 2001",1 hr. 45 min.,1,"Action, Cars, Sports, Drama, Seinen",1363,561,PG-13 - Teens 13 or older,7.98,Manga,Finished Airing,Studio Deen,Initial D Third Stage,Movie
188,"Sep 25, 1998 to Mar 25, 1999",30 min. per ep.,4,"Comedy, Hentai, Mystery, Supernatural",6823,/A,Rx - Hentai,6.34,Original,Finished Airing,"None found, add some",Gosenzo San&#039;e (Masquerade),OVA
189,"Apr 19, 2000 to Sep 27, 2000",23 min. per ep.,24,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",351,2456,PG-13 - Teens 13 or older,7.27,Manga,Finished Airing,Xebec,Love Hina,TV
190,"Jan 26, 2002 to Mar 27, 2002",30 min. per ep.,3,"Comedy, Drama, Ecchi, Romance, Shounen",1029,2151,PG-13 - Teens 13 or older,7.35,Manga,Finished Airing,Xebec,Love Hina Again,OVA
191,"Dec 25, 2000",46 min.,1,"Slice of Life, Comedy, Romance",1338,1857,PG-13 - Teens 13 or older,7.43,Manga,Finished Airing,"None found, add some",Love Hina Christmas Special: Silent Eve (Love Hina Christmas Movie),Special
192,"Apr 2, 2001",46 min.,1,"Adventure, Comedy, Romance",1445,2333,PG-13 - Teens 13 or older,7.3,Unknown,Finished Airing,Xebec,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,Special
193,"Oct 14, 2003 to Apr 6, 2004",24 min. per ep.,24,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",1019,3538,R+ - Mild Nudity,6.98,Light novel,Finished Airing,J.C.Staff,Maburaho,TV
194,"Dec 21, 2002 to Oct 20, 2004",30 min. per ep.,5,"Adventure, Mecha, Military, Sci-Fi, Shounen",1990,1144,R+ - Mild Nudity,7.67,Unknown,Finished Airing,Satelight,Macross Zero,OVA
195,"Jan 10, 2002 to Mar 28, 2002",23 min. per ep.,12,"Sci-Fi, Comedy, Drama, Romance, School",616,2238,PG-13 - Teens 13 or older,7.33,Original,Finished Airing,Daume,Onegai\xe2\x98\x86Teacher (Please Teacher!),TV
196,"Jul 15, 2003 to Oct 14, 2003",25 min. per ep.,12,"Comedy, Drama, Harem, School, Sci-Fi",1054,3369,PG-13 - Teens 13 or older,7.03,Original,Finished Airing,Daume,Onegai\xe2\x98\x86Twins (Please Twins),TV
197,"Apr 2, 2002 to Dec 21, 2002",15 min. per ep.,24,"Comedy, Ecchi, Romance, School, Sci-Fi",2457,4828,R+ - Mild Nudity,6.65,Manga,Finished Airing,"Madhouse,       Imagin",Rizelmine,TV
198,"Apr 8, 2005 to Sep 30, 2005",23 min. per ep.,24,"Action, Mystery, Super Power",955,1791,R+ - Mild Nudity,7.45,Original,Finished Airing,Gonzo,Speed Grapher,TV
199,"Jul 20, 2001",2 hr. 5 min.,1,"Adventure, Supernatural, Drama",34,16,PG - Children,8.93,Original,Finished Airing,Studio Ghibli,Sen to Chihiro no Kamikakushi (Spirited Away),Movie
200,"Apr 6, 2002 to Mar 29, 2003",24 min. per ep.,50,"Comedy, Magic, Romance, Shounen",2564,1364,PG-13 - Teens 13 or older,7.58,Manga,Finished Airing,TMS Entertainment,Tenshi na Konamaiki (Cheeky Angel),TV
201,"Mar 27, 1992 to Aug 28, 1992",29 min. per ep.,6,"Comedy, Drama, Ecchi, Romance",2670,2351,R+ - Mild Nudity,7.3,Manga,Finished Airing,Production I.G,Video Girl Ai,OVA
202,"Jan 7, 2003 to Jul 29, 2003",23 min. per ep.,26,"Action, Sci-Fi, Adventure, Mystery, Drama, Fantasy",305,662,R - 17+ (violence & profanity),7.92,Original,Finished Airing,Bones,Wolf&#039;s Rain,TV
203,"Aug 25, 1999 to Nov 25, 2000",30 min. per ep.,5,"Adventure, Demons, Fantasy, Hentai, Magic",4140,/A,Rx - Hentai,6.88,Visual novel,Finished Airing,Arms,Words Worth,OVA
204,"Jan 9, 2004 to Mar 26, 2004",24 min. per ep.,12,"Action, Comedy, Ecchi, Harem, Super Power",2294,6291,PG-13 - Teens 13 or older,6.24,Visual novel,Finished Airing,Studio Deen,Yumeria,TV
205,"May 20, 2004 to Mar 19, 2005",24 min. per ep.,26,"Action, Adventure, Comedy, Historical, Samurai, Shounen",59,103,R - 17+ (violence & profanity),8.5,Original,Finished Airing,Manglobe,Samurai Champloo,TV
206,"Apr 1, 1998 to Sep 30, 1998",24 min. per ep.,27,"Action, Adventure, Drama, Magic, Romance, Fantasy",2474,2565,PG-13 - Teens 13 or older,7.24,Novel,Finished Airing,AIC,Lodoss-tou Senki: Eiyuu Kishi Den,TV
207,"Jun 30, 1990 to Nov 23, 1991",25 min. per ep.,13,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",1754,1495,R - 17+ (violence & profanity),7.53,Novel,Finished Airing,Madhouse,Lodoss-tou Senki (Record of Lodoss War),OVA
208,"May 23, 2001 to Feb 6, 2002",33 min. per ep.,3,"Action, Adventure, Historical, Magic, Mystery, Sci-Fi",1409,930,PG-13 - Teens 13 or older,7.77,Light novel,Finished Airing,Studio Deen,R.O.D OVA (R.O.D - Read or Die),OVA
209,"Sep 1, 2003 to Mar 16, 2004",25 min. per ep.,26,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",1281,1238,PG-13 - Teens 13 or older,7.63,Light novel,Finished Airing,J.C.Staff,R.O.D the TV (R.O.D -The TV-),TV
210,"Apr 15, 1989 to Sep 25, 1992",24 min. per ep.,161,"Slice of Life, Comedy, Martial Arts, Fantasy",546,754,R+ - Mild Nudity,7.86,Manga,Finished Airing,Studio Deen,Ranma \xc2\xbd,TV
211,"Sep 25, 2001 to Dec 21, 2001",30 min. per ep.,2,Hentai,5974,/A,Rx - Hentai,6.35,Visual novel,Finished Airing,"None found, add some",Pure Mail,OVA
212,"Jun 21, 1986",1 hr. 24 min.,1,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",3424,3454,PG-13 - Teens 13 or older,7.01,Original,Finished Airing,APPP,Project A-Ko,Movie
213,"Oct 24, 1997 to Apr 24, 1998",29 min. per ep.,3,"Comedy, Romance, Hentai",5820,/A,Rx - Hentai,6.16,Unknown,Finished Airing,"None found, add some",Pia Carrot e Youkoso!! (Welcome to Pia Carrot),OVA
214,"Oct 23, 1998 to Apr 23, 1999",30 min. per ep.,3,"Comedy, Romance, Hentai",6613,/A,Rx - Hentai,6.35,Unknown,Finished Airing,"None found, add some",Pia Carrot e Youkoso!! 2 (Welcome To Pia Carrot 2),OVA
215,"Dec 18, 1999 to Oct 25, 2000",28 min. per ep.,6,"Comedy, Romance",6614,5368,PG-13 - Teens 13 or older,6.51,Unknown,Finished Airing,"None found, add some",Pia Carrot e Youkoso!! 2 DX,OVA
216,"Oct 19, 2002",48 min.,1,"Comedy, Romance",6137,6675,PG-13 - Teens 13 or older,6.09,Visual novel,Finished Airing,Bones,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,Movie
217,"Oct 21, 1994 to Nov 22, 1995",30 min. per ep.,5,"Comedy, Drama, Hentai, Romance",6568,/A,Rx - Hentai,6.46,Unknown,Finished Airing,"None found, add some",Shin Angel (New Angel),OVA
218,"Oct 1, 1996 to Mar 25, 1997",23 min. per ep.,26,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",1783,1321,PG-13 - Teens 13 or older,7.59,Original,Finished Airing,Xebec,Kidou Senkan Nadesico (Martian Successor Nadesico),TV
219,"Aug 1, 1998",1 hr. 19 min.,1,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",3182,3830,R - 17+ (violence & profanity),6.89,Original,Finished Airing,Xebec,Kidou Senkan Nadesico: The Prince of Darkness,Movie
220,"Oct 29, 1999 to Sep 25, 2000",30 min. per ep.,4,"Hentai, Horror",6629,/A,Rx - Hentai,6.03,Unknown,Finished Airing,"None found, add some",Kuro no Danshou (Mystery of the Necronomicon),OVA
221,"May 25, 2000 to Jun 25, 2001",30 min. per ep.,2,"Action, Comedy, Hentai, Sci-Fi",2613,/A,Rx - Hentai,6.75,Original,Finished Airing,Arms,Mezzo Forte,OVA
222,"Jan 4, 2004 to Mar 28, 2004",25 min. per ep.,13,"Action, Adventure, Comedy, Mystery, Sci-Fi",2932,4330,R+ - Mild Nudity,6.77,Original,Finished Airing,Arms,Mezzo DSA,TV
223,"Feb 26, 1986 to Apr 12, 1989",24 min. per ep.,153,"Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",98,351,PG-13 - Teens 13 or older,8.16,Manga,Finished Airing,Toei Animation,Dragon Ball,TV
225,"Feb 7, 1996 to Nov 19, 1997",23 min. per ep.,64,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",189,4562,PG-13 - Teens 13 or older,6.71,Manga,Finished Airing,Toei Animation,Dragon Ball GT,TV
226,"Jul 25, 2004 to Oct 17, 2004",25 min. per ep.,13,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",14,819,R+ - Mild Nudity,7.82,Manga,Finished Airing,Arms,Elfen Lied,TV
227,"Apr 26, 2000 to Mar 16, 2001",25 min. per ep.,6,"Action, Sci-Fi, Comedy, Parody, Dementia, Mecha",108,462,PG-13 - Teens 13 or older,8.06,Original,Finished Airing,"Gainax,       Production I.G",FLCL,OVA
228,"Oct 5, 2005 to Apr 5, 2006",25 min. per ep.,26,"Mystery, Horror, Psychological, Supernatural",294,905,R - 17+ (violence & profanity),7.78,Original,Finished Airing,Studio Deen,Jigoku Shoujo (Hell Girl),TV
229,"Jul 10, 2004 to Sep 25, 2004",24 min. per ep.,12,"Comedy, Parody, Martial Arts",2032,3416,R - 17+ (violence & profanity),7.02,Manga,Finished Airing,ufotable,Ninin ga Shinobuden (Ninja Nonsense),TV
230,"Apr 2, 2003 to Oct 1, 2003",24 min. per ep.,27,"Action, Comedy, Martial Arts, Seinen",2056,2961,R - 17+ (violence & profanity),7.13,Manga,Finished Airing,Toei Animation,Air Master,TV
231,"Jul 4, 2002 to Dec 26, 2002",12 min. per ep.,26,"Action, Comedy, Drama, Fantasy, Magic, School, Sci-Fi, Shounen, Slice of Life, Super Power, Supernatural",4264,6105,PG - Children,6.29,Manga,Finished Airing,"Chaos Project,       GANSIS",Asagiri no Miko (Shrine of the Morning Mist),TV
232,"Apr 7, 1998 to Mar 21, 2000",25 min. per ep.,70,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",275,325,PG - Children,8.18,Manga,Finished Airing,Madhouse,Cardcaptor Sakura,TV
233,"Mar 28, 2000 to Feb 26, 2002",25 min. per ep.,78,"Comedy, Sci-Fi, Shoujo",2799,877,G - All Ages,7.79,Manga,Finished Airing,J.C.Staff,Daa! Daa! Daa!,TV
234,"Apr 3, 2004 to Sep 25, 2004",24 min. per ep.,26,"Adventure, Sports, Shounen",5587,4210,G - All Ages,6.79,Manga,Finished Airing,Tokyo Kids,Dan Doh!!,TV
235,"Jan 8, 1996 to ?",25 min.,Unknown,"Adventure, Comedy, Mystery, Police, Shounen",486,257,PG-13 - Teens 13 or older,8.25,Manga,Currently Airing,TMS Entertainment,Detective Conan (Case Closed),TV
236,"Apr 1, 2003 to Sep 23, 2003",23 min. per ep.,26,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",2953,4438,PG-13 - Teens 13 or older,6.74,Manga,Finished Airing,Studio Pierrot,E&#039;s Otherwise,TV
237,"Apr 17, 2005 to Apr 2, 2006",24 min. per ep.,50,"Sci-Fi, Adventure, Drama, Romance, Mecha",171,329,PG-13 - Teens 13 or older,8.18,Original,Finished Airing,Bones,Eureka Seven,TV
238,"Jul 19, 1997 to Jul 10, 1998",23 min. per ep.,42,"Action, Adventure, Martial Arts, Shounen, Super Power",1563,1871,PG-13 - Teens 13 or older,7.43,Manga,Finished Airing,Studio Pierrot,Rekka no Honoo (Flame of Recca),TV
239,"Oct 6, 2004 to Mar 30, 2005",24 min. per ep.,24,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",563,260,R - 17+ (violence & profanity),8.25,Novel,Finished Airing,Gonzo,Gankutsuou (Gankutsuou: The Count of Monte Cristo),TV
240,"Oct 10, 2004 to Dec 26, 2004",25 min. per ep.,12,"Slice of Life, Comedy, Parody",586,991,PG-13 - Teens 13 or older,7.74,Manga,Finished Airing,Palm Studio,Genshiken,TV
241,"Jul 5, 2004 to Sep 27, 2004",23 min. per ep.,11,"Comedy, Ecchi, Fantasy, Harem, Romance, School",757,4724,R+ - Mild Nudity,6.67,Manga,Finished Airing,AIC Spirits,Girls Bravo: First Season (Girls Bravo),TV
242,"Jan 6, 2004 to Mar 30, 2004",23 min. per ep.,13,"Slice of Life, Comedy, Drama, School, Josei",2069,1643,R - 17+ (violence & profanity),7.48,Manga,Finished Airing,Madhouse,Gokusen (The Gokusen),TV
243,"Oct 4, 2000 to Jan 10, 2001",22 min. per ep.,13,"Comedy, Music, Romance, Shoujo, Shounen Ai",932,2558,PG-13 - Teens 13 or older,7.24,Manga,Finished Airing,"Studio Deen,       Production Reed",Gravitation,TV
244,"Jul 4, 2004 to May 15, 2005",25 min. per ep.,39,"Historical, Mystery",4557,3681,G - All Ages,6.93,Novel,Finished Airing,OLM,Agatha Christie no Meitantei Poirot to Marple,TV
245,"Jun 30, 1999 to Sep 17, 2000",25 min. per ep.,43,"Comedy, Drama, School, Shounen, Slice of Life",135,34,R - 17+ (violence & profanity),8.76,Manga,Finished Airing,Studio Pierrot,Great Teacher Onizuka,TV
